name,latitude,longitude,region,population
Courcouronnes,48.6239,2.4294,Île-de-France,13490
Lys-lès-Lannoy,50.6714,3.2144,Hauts-de-France,13471
Montataire,49.2556,2.4383,Hauts-de-France,13461
Morangis,48.7064,2.3347,Île-de-France,13453
Pierrelatte,44.3775,4.6961,Auvergne-Rhône-Alpes,13452
Saint-Paul-lès-Dax,43.7256,-1.0528,Nouvelle-Aquitaine,13436
Lieusaint,48.6322,2.5486,Île-de-France,13410
Persan,49.1533,2.2711,Île-de-France,13386
Vaires-sur-Marne,48.8742,2.6381,Île-de-France,13383
Roncq,50.7536,3.1203,Hauts-de-France,13361
Audincourt,47.4828,6.8397,Bourgogne-Franche-Comté,13336
Plougastel-Daoulas,48.3725,-4.3706,Bretagne,13330
Anzin,50.3714,3.5044,Hauts-de-France,13303
Fontenay-le-Comte,46.4669,-0.8064,Pays de la Loire,13302
Kingersheim,47.7914,7.3381,Grand Est,13267
Valbonne,43.6414,7.0089,Provence-Alpes-Côte d’Azur,13257
Saint-Genis-Pouilly,46.2433,6.0214,Auvergne-Rhône-Alpes,13243
Noyon,49.5811,2.9989,Hauts-de-France,13235
Lourdes,43.095,-0.0453,Occitanie,13210
Moissac,44.1047,1.0853,Occitanie,13195
Mouvaux,50.7033,3.1406,Hauts-de-France,13173
Nemours,48.2686,2.6936,Île-de-France,13165
Autun,46.9511,4.2986,Bourgogne-Franche-Comté,13157
Amilly,47.9731,2.7703,Centre-Val de Loire,13099
Gex,46.3333,6.0578,Auvergne-Rhône-Alpes,13093
Châteaudun,48.0708,1.3378,Centre-Val de Loire,13078
Andrésy,48.9808,2.0583,Île-de-France,13078
Creutzwald,49.2053,6.6958,Grand Est,13070
Genas,45.7314,5.0022,Auvergne-Rhône-Alpes,13022
Bayeux,49.2786,-0.7039,Normandie,13017
Plouzané,48.38,-4.6006,Bretagne,12979
Saint-André,50.6603,3.0439,Hauts-de-France,12966
Yzeure,46.5658,3.3544,Auvergne-Rhône-Alpes,12899
Guéret,46.1706,1.8683,Nouvelle-Aquitaine,12889
Monteux,44.0356,4.9972,Provence-Alpes-Côte d’Azur,12875
Mayenne,48.3031,-0.6136,Pays de la Loire,12874
Les Ponts-de-Cé,47.4244,-0.5253,Pays de la Loire,12811
Châlette-sur-Loing,48.0117,2.7358,Centre-Val de Loire,12790
Graulhet,43.7608,1.9886,Occitanie,12789
Auriol,43.3694,5.6314,Provence-Alpes-Côte d’Azur,12771
Montévrain,48.8753,2.7456,Île-de-France,12764
Amboise,47.4114,0.9825,Centre-Val de Loire,12693
Cusset,46.1344,3.4564,Auvergne-Rhône-Alpes,12685
Riedisheim,47.7483,7.3669,Grand Est,12660
Billère,43.3025,-0.3972,Nouvelle-Aquitaine,12628
Bischwiller,48.7664,7.8569,Grand Est,12615
Pont-Sainte-Maxence,49.3011,2.6036,Hauts-de-France,12601
Ostwald,48.5511,7.7136,Grand Est,12586
Saint-André-les-Vergers,48.2797,4.0539,Grand Est,12581
Lamballe,48.4686,-2.5178,Bretagne,12579
Granville,48.8381,-1.5869,Normandie,12567
Bonneville,46.0789,6.4008,Auvergne-Rhône-Alpes,12557
Vernouillet,48.7208,1.3606,Centre-Val de Loire,12522
Saint-Orens-de-Gameville,43.5514,1.5342,Occitanie,12522
Comines,50.7611,3.0078,Hauts-de-France,12498
Tarnos,43.5406,-1.4614,Nouvelle-Aquitaine,12498
Carros,43.7725,7.1933,Provence-Alpes-Côte d’Azur,12489
Raismes,50.3892,3.4858,Hauts-de-France,12468
Seclin,50.5483,3.0294,Hauts-de-France,12410
Sarrebourg,48.7347,7.0539,Grand Est,12331
Harnes,50.445,2.9058,Hauts-de-France,12324
Épinay-sous-Sénart,48.6931,2.5158,Île-de-France,12279
Claye-Souilly,48.945,2.6867,Île-de-France,12264
Aubenas,44.6197,4.3903,Auvergne-Rhône-Alpes,12253
Mende,44.5183,3.5006,Occitanie,12227
Somain,50.3575,3.2803,Hauts-de-France,12213
Barentin,49.5444,0.9536,Normandie,12211
Le Chambon-Feugerolles,45.3961,4.325,Auvergne-Rhône-Alpes,12200
Quimperlé,47.8728,-3.5497,Bretagne,12188
Canet-en-Roussillon,42.7056,3.0072,Occitanie,12186
Vidauban,43.4272,6.4319,Provence-Alpes-Côte d’Azur,12176
Sablé-sur-Sarthe,47.84,-0.3342,Pays de la Loire,12127
Bully-les-Mines,50.4419,2.7244,Hauts-de-France,12117
Oissel,49.3419,1.0914,Normandie,12102
Andernos-les-Bains,44.7425,-1.0903,Nouvelle-Aquitaine,12096
Triel-sur-Seine,48.9808,2.0061,Île-de-France,12081
Rognac,43.4878,5.2322,Provence-Alpes-Côte d’Azur,12080
Marly,50.3489,3.5442,Hauts-de-France,12074
Saint-André-de-Cubzac,44.9947,-0.4458,Nouvelle-Aquitaine,12051
Fonsorbes,43.5361,1.2311,Occitanie,12036
Mèze,43.4267,3.6053,Occitanie,12012
Châteaubriant,47.7169,-1.3761,Pays de la Loire,12011
Provins,48.5589,3.2994,Île-de-France,12000
L’Isle-Adam,49.1111,2.2228,Île-de-France,11986
Aubergenville,48.9583,1.855,Île-de-France,11974
Betton,48.1825,-1.6439,Bretagne,11968
Castelnaudary,43.3181,1.9539,Occitanie,11951
La Motte-Servolex,45.5967,5.8775,Auvergne-Rhône-Alpes,11932
La Chapelle-Saint-Luc,48.3119,4.0444,Grand Est,11913
La Queue-en-Brie,48.7894,2.5767,Île-de-France,11909
Florange,49.3214,6.1183,Grand Est,11864
Pacé,48.1478,-1.7739,Bretagne,11825
Noeux-les-Mines,50.4797,2.6647,Hauts-de-France,11813
Château-Gontier,47.8286,-0.7028,Pays de la Loire,11805
Pont-du-Château,45.7983,3.2483,Auvergne-Rhône-Alpes,11802
Saint-Avé,47.6867,-2.7344,Bretagne,11787
Villefranche-de-Rouergue,44.3525,2.0342,Occitanie,11781
Thiers,45.8564,3.5475,Auvergne-Rhône-Alpes,11778
Chauny,49.6156,3.2192,Hauts-de-France,11773
Villeneuve-lès-Avignon,43.9664,4.7958,Occitanie,11769
Porto-Vecchio,41.5908,9.2797,Corsica,11748
Vitry-le-François,48.7247,4.5844,Grand Est,11743
Chambray-lès-Tours,47.3375,0.7139,Centre-Val de Loire,11738
Fourmies,50.0172,4.0533,Hauts-de-France,11714
Brignais,45.6739,4.7542,Auvergne-Rhône-Alpes,11697
Saint-Estève,42.7133,2.8419,Occitanie,11697
Issoudun,46.9481,1.9933,Centre-Val de Loire,11690
Gisors,49.2806,1.7764,Normandie,11674
Guidel,47.7906,-3.4886,Bretagne,11659
Onet Village,44.3656,2.5936,Occitanie,11659
Vauvert,43.6933,4.2761,Occitanie,11633
Talant,47.3364,5.0056,Bourgogne-Franche-Comté,11630
Yvetot,49.6169,0.7531,Normandie,11627
Le Relecq-Kerhuon,48.4086,-4.3969,Bretagne,11625
Bolbec,49.5722,0.4725,Normandie,11605
Saint-Gaudens,43.1081,0.7233,Occitanie,11604
Saint-Cyr-sur-Mer,43.1836,5.7086,Provence-Alpes-Côte d’Azur,11580
Ifs,49.1383,-0.3531,Normandie,11567
Arcachon,44.6586,-1.1689,Nouvelle-Aquitaine,11567
Cuers,43.2375,6.0708,Provence-Alpes-Côte d’Azur,11560
Cogolin,43.2525,6.53,Provence-Alpes-Côte d’Azur,11556
Solliès-Pont,43.19,6.0411,Provence-Alpes-Côte d’Azur,11496
Maizières-lès-Metz,49.2122,6.1611,Grand Est,11490
Ploufragan,48.4894,-2.7958,Bretagne,11489
Plan-de-Cuques,43.3469,5.4631,Provence-Alpes-Côte d’Azur,11481
L’Union,43.6564,1.4844,Occitanie,11458
Bellegarde-sur-Valserine,46.1075,5.8258,Auvergne-Rhône-Alpes,11450
Stiring-Wendel,49.2,6.9292,Grand Est,11385
Juvignac,43.6131,3.8097,Occitanie,11363
Saint-Saulve,50.3697,3.5547,Hauts-de-France,11353
Obernai,48.4622,7.4819,Grand Est,11350
Méricourt,50.4022,2.8658,Hauts-de-France,11346
Le Haillan,44.8717,-0.6769,Nouvelle-Aquitaine,11342
Cernay,47.8067,7.1758,Grand Est,11326
Bruay-sur-l’Escaut,50.3983,3.5394,Hauts-de-France,11311
Saverne,48.7414,7.3619,Grand Est,11289
Enghien-les-Bains,48.9697,2.3081,Île-de-France,11285
Sassenage,45.205,5.665,Auvergne-Rhône-Alpes,11277
Saint-Junien,45.8872,0.9011,Nouvelle-Aquitaine,11257
Lézignan-Corbières,43.2006,2.7578,Occitanie,11248
Saint-Martin-Boulogne,50.7258,1.6322,Hauts-de-France,11226
Passy,45.9236,6.6864,Auvergne-Rhône-Alpes,11203
Saint-Hilaire-de-Riez,46.7211,-1.9456,Pays de la Loire,11179
La Roche-sur-Foron,46.0669,6.3119,Auvergne-Rhône-Alpes,11175
Chevigny-Saint-Sauveur,47.3017,5.1356,Bourgogne-Franche-Comté,11160
Épinay-sur-Orge,48.6739,2.3272,Île-de-France,11160
Hœnheim,48.6242,7.7547,Grand Est,11145
Gravelines,50.9864,2.1275,Hauts-de-France,11132
Vedène,43.9775,4.9031,Provence-Alpes-Côte d’Azur,11131
Craponne,45.7453,4.7233,Auvergne-Rhône-Alpes,11125
Villecresnes,48.7214,2.5342,Île-de-France,11119
Corbas,45.6681,4.9019,Auvergne-Rhône-Alpes,11108
Mainvilliers,48.4531,1.4619,Centre-Val de Loire,11087
Briançon,44.8958,6.635,Provence-Alpes-Côte d’Azur,11084
Allonnes,47.9686,0.1606,Pays de la Loire,11075
Septèmes-les-Vallons,43.3983,5.3658,Provence-Alpes-Côte d’Azur,11058
Ville-d’Avray,48.8261,2.1933,Île-de-France,11050
Guebwiller,47.9075,7.2103,Grand Est,11022
Apt,43.8761,5.3964,Provence-Alpes-Côte d’Azur,11011
Le Luc,43.3947,6.3128,Provence-Alpes-Côte d’Azur,11008
Chantilly,49.1869,2.4608,Hauts-de-France,11001
Vaux-le-Pénil,48.5264,2.6822,Île-de-France,10985
Villepreux,48.83,2.0022,Île-de-France,10975
Panazol,45.8389,1.31,Nouvelle-Aquitaine,10974
Pornichet,47.2658,-2.34,Pays de la Loire,10952
Saint-Pierre-du-Perray,48.6131,2.4953,Île-de-France,10930
Saint-Jean,43.6653,1.505,Occitanie,10929
Étaples,50.5178,1.6406,Hauts-de-France,10926
Voisins-le-Bretonneux,48.7583,2.0508,Île-de-France,10921
Biganos,44.6442,-0.9783,Nouvelle-Aquitaine,10921
Arpajon,48.5903,2.2478,Île-de-France,10920
Valentigney,47.4625,6.8322,Bourgogne-Franche-Comté,10912
Saint-Germain-lès-Arpajon,48.5953,2.2556,Île-de-France,10877
Wambrechies,50.6853,3.0486,Hauts-de-France,10857
Saint-Cyprien,42.6181,3.0064,Occitanie,10844
Montlouis-sur-Loire,47.3883,0.8272,Centre-Val de Loire,10825
Beaumont,45.7517,3.0831,Auvergne-Rhône-Alpes,10793
Pontchâteau,47.4369,-2.0878,Pays de la Loire,10771
Vire,48.8386,-0.8892,Normandie,10762
Guilherand,44.9344,4.8747,Auvergne-Rhône-Alpes,10760
Riorges,46.0428,4.0406,Auvergne-Rhône-Alpes,10757
Dugny,48.9536,2.4164,Île-de-France,10757
Aubière,45.7508,3.1108,Auvergne-Rhône-Alpes,10745
Longuenesse,50.7356,2.2372,Hauts-de-France,10736
Castelginest,43.6936,1.4328,Occitanie,10734
Maromme,49.4819,1.0419,Normandie,10730
Villers-Cotterêts,49.2531,3.0903,Hauts-de-France,10676
Lavaur,43.6989,1.8189,Occitanie,10671
Portes-lès-Valence,44.8733,4.8764,Auvergne-Rhône-Alpes,10666
Héricourt,47.5775,6.7617,Bourgogne-Franche-Comté,10654
Marck,50.9481,1.9503,Hauts-de-France,10649
Oloron-Sainte-Marie,43.1942,-0.6067,Nouvelle-Aquitaine,10629
Cesson,48.5658,2.6011,Île-de-France,10625
Erstein,48.4219,7.6611,Grand Est,10621
Le Pont-de-Claix,45.1231,5.6981,Auvergne-Rhône-Alpes,10605
Tournon-sur-Rhône,45.0672,4.8328,Auvergne-Rhône-Alpes,10598
Tarare,45.8961,4.4331,Auvergne-Rhône-Alpes,10587
Dourdan,48.5289,2.0108,Île-de-France,10559
Villebon-sur-Yvette,48.7,2.2278,Île-de-France,10546
Courrières,50.4581,2.9472,Hauts-de-France,10544
Orthez,43.4881,-0.7708,Nouvelle-Aquitaine,10515
Amnéville,49.2608,6.1419,Grand Est,10505
Trets,43.4469,5.6858,Provence-Alpes-Côte d’Azur,10500
Chassieu,45.7444,4.9664,Auvergne-Rhône-Alpes,10498
Annoeullin,50.5294,2.9328,Hauts-de-France,10486
Louvres,49.0439,2.5053,Île-de-France,10478
Léognan,44.7286,-0.6008,Nouvelle-Aquitaine,10471
Pierre-Bénite,45.7036,4.8242,Auvergne-Rhône-Alpes,10461
Déville-lès-Rouen,49.4697,1.0497,Normandie,10461
Chantepie,48.0886,-1.6164,Bretagne,10458
Saint-Jean-de-Védas,43.5764,3.8239,Occitanie,10452
Urrugne,43.3622,-1.7,Nouvelle-Aquitaine,10432
Gaillard,46.185,6.2075,Auvergne-Rhône-Alpes,10419
Sainte-Savine,48.2947,4.0489,Grand Est,10409
Pélissanne,43.6314,5.1506,Provence-Alpes-Côte d’Azur,10404
Ormesson-sur-Marne,48.7858,2.5383,Île-de-France,10403
Auchel,50.5083,2.4736,Hauts-de-France,10399
Mios,44.605,-0.9369,Nouvelle-Aquitaine,10398
Pont-Saint-Esprit,44.2564,4.6483,Occitanie,10397
La Londe-les-Maures,43.1381,6.2344,Provence-Alpes-Côte d’Azur,10389
Vieux-Condé,50.4594,3.5683,Hauts-de-France,10374
Argelès-sur-Mer,42.5461,3.0239,Occitanie,10366
Fondettes,47.4042,0.5989,Centre-Val de Loire,10357
Marquette-lès-Lille,50.6758,3.0661,Hauts-de-France,10354
Wittelsheim,47.8053,7.2375,Grand Est,10341
Chanteloup-les-Vignes,48.9783,2.0308,Île-de-France,10341
La Riche,47.3892,0.6606,Centre-Val de Loire,10331
Gerzat,45.8258,3.1447,Auvergne-Rhône-Alpes,10315
Montigny-en-Gohelle,50.4278,2.9297,Hauts-de-France,10315
Douchy-les-Mines,50.3014,3.3933,Hauts-de-France,10311
Le Pradet,43.1056,6.0233,Provence-Alpes-Côte d’Azur,10265
Thorigny-sur-Marne,48.8788,2.7075,Île-de-France,10263
Thouaré-sur-Loire,47.2689,-1.4383,Pays de la Loire,10261
Avranches,48.6844,-1.3569,Normandie,10246
Parthenay,46.6486,-0.2469,Nouvelle-Aquitaine,10235
Cabestany,42.6806,2.9428,Occitanie,10235
Neuville-en-Ferrain,50.7467,3.1581,Hauts-de-France,10231
Jeumont,50.2944,4.1014,Hauts-de-France,10229
La Chapelle-Saint-Mesmin,47.8897,1.8397,Centre-Val de Loire,10205
Dammartin-en-Goële,49.0542,2.6814,Île-de-France,10196
Clermont,49.3789,2.4125,Hauts-de-France,10183
Villeneuve-lès-Maguelone,43.5322,3.8608,Occitanie,10178
Chambly,49.1667,2.2481,Hauts-de-France,10174
Marly,49.0611,6.1497,Grand Est,10160
Saint-Laurent-de-la-Salanque,42.7736,2.9908,Occitanie,10158
Fuveau,43.4522,5.5617,Provence-Alpes-Côte d’Azur,10157
Caudebec-lès-Elbeuf,49.2808,1.0211,Normandie,10156
Tinqueux,49.25,3.9908,Grand Est,10154
Dinard,48.6325,-2.0617,Bretagne,10148
Aniche,50.33,3.2511,Hauts-de-France,10146
Le Taillan-Médoc,44.9044,-0.6697,Nouvelle-Aquitaine,10118
Limoux,43.0569,2.2186,Occitanie,10112
Vernouillet,48.9722,1.9833,Île-de-France,10077
Miribel,45.8244,4.9531,Auvergne-Rhône-Alpes,10043
Buxerolles,46.5975,0.3492,Nouvelle-Aquitaine,10042
Mazamet,43.4917,2.3733,Occitanie,10033
Bourg-de-Péage,45.0378,5.05,Auvergne-Rhône-Alpes,10007
Saint-Gély-du-Fesc,43.6922,3.8061,Occitanie,9996
Villeneuve-Tolosane,43.5236,1.3417,Occitanie,9987
La Trinité,43.7408,7.3142,Provence-Alpes-Côte d’Azur,9985
Saint-Max,48.7011,6.2067,Grand Est,9984
Pernes-les-Fontaines,43.9978,5.0592,Provence-Alpes-Côte d’Azur,9975
Brumath,48.7319,7.7083,Grand Est,9970
Bondues,50.7017,3.0933,Hauts-de-France,9961
Bernay,49.0886,0.5983,Normandie,9951
Eybens,45.1486,5.7503,Auvergne-Rhône-Alpes,9947
Mouans-Sartoux,43.62,6.9719,Provence-Alpes-Côte d’Azur,9911
Lillers,50.5636,2.4819,Hauts-de-France,9910
Méry-sur-Oise,49.0636,2.1864,Île-de-France,9900
Ferney-Voltaire,46.2558,6.1081,Auvergne-Rhône-Alpes,9895
Mondeville,49.1739,-0.3211,Normandie,9893
Feyzin,45.6728,4.8589,Auvergne-Rhône-Alpes,9879
Blain,47.4761,-1.7636,Pays de la Loire,9873
Auterive,43.3503,1.4747,Occitanie,9869
Oignies,50.4692,2.9936,Hauts-de-France,9841
Cabriès,43.4411,5.3797,Provence-Alpes-Côte d’Azur,9834
Rombas,49.2494,6.0947,Grand Est,9833
Saint-Rémy-de-Provence,43.7894,4.8317,Provence-Alpes-Côte d’Azur,9829
Villerupt,49.4697,5.9286,Grand Est,9827
Roche-la-Molière,45.4339,4.3236,Auvergne-Rhône-Alpes,9825
Albert,50.0019,2.6522,Hauts-de-France,9810
Lambesc,43.6539,5.2619,Provence-Alpes-Côte d’Azur,9799
Portet-sur-Garonne,43.5219,1.4061,Occitanie,9791
Le Beausset,43.1983,5.8028,Provence-Alpes-Côte d’Azur,9790
Divonne-les-Bains,46.3567,6.1428,Auvergne-Rhône-Alpes,9787
Ploërmel,47.9317,-2.3975,Bretagne,9787
Figeac,44.6086,2.0317,Occitanie,9778
Darnétal,49.4447,1.1511,Normandie,9773
Aire-sur-la-Lys,50.6386,2.3967,Hauts-de-France,9772
Saint-Loubès,44.9172,-0.4281,Nouvelle-Aquitaine,9770
Saint-Grégoire,48.1511,-1.6861,Bretagne,9765
Bondoufle,48.6133,2.3806,Île-de-France,9765
Biot,43.6286,7.0956,Provence-Alpes-Côte d’Azur,9746
Igny,48.7422,2.2261,Île-de-France,9744
Cosne sur Loire,47.4103,2.925,Bourgogne-Franche-Comté,9741
Maxéville,48.7114,6.1631,Grand Est,9740
Fosses,49.0981,2.5067,Île-de-France,9737
Lescar,43.325,-0.4161,Nouvelle-Aquitaine,9735
Ézanville,49.0278,2.3608,Île-de-France,9719
Grand-Couronne,49.3575,1.0072,Normandie,9716
Dombasle-sur-Meurthe,48.625,6.3497,Grand Est,9694
Aizenay,46.74,-1.6083,Pays de la Loire,9694
Grigny,45.6083,4.7897,Auvergne-Rhône-Alpes,9675
Fouesnant,47.8933,-4.0122,Bretagne,9668
Pfastatt,47.7689,7.3017,Grand Est,9656
Arques,50.7356,2.3025,Hauts-de-France,9654
Sallaumines,50.4197,2.8622,Hauts-de-France,9654
Escaudain,50.3344,3.3428,Hauts-de-France,9645
Carmaux,44.0492,2.1581,Occitanie,9641
Saint-Pierre-du-Mont,43.8825,-0.5194,Nouvelle-Aquitaine,9625
Neuville-lès-Dieppe,49.9267,1.1014,Normandie,9616
Nogent-le-Rotrou,48.3217,0.8217,Centre-Val de Loire,9610
Revel,43.4586,2.0042,Occitanie,9610
Gignac-la-Nerthe,43.3932,5.2356,Provence-Alpes-Côte d’Azur,9606
Croissy-sur-Seine,48.8778,2.1422,Île-de-France,9602
Loudéac,48.1778,-2.7533,Bretagne,9600
Merville,50.6439,2.6403,Hauts-de-France,9598
Condé-sur-l’Escaut,50.4492,3.5906,Hauts-de-France,9586
La Ferté-sous-Jouarre,48.9492,3.1294,Île-de-France,9586
Bures-sur-Yvette,48.6967,2.1614,Île-de-France,9577
Luçon,46.4547,-1.1658,Pays de la Loire,9576
Beaumont-sur-Oise,49.1425,2.2864,Île-de-France,9555
Ussel,45.5481,2.3092,Nouvelle-Aquitaine,9555
Carqueiranne,43.095,6.0736,Provence-Alpes-Côte d’Azur,9555
Soyaux,45.6403,0.1978,Nouvelle-Aquitaine,9553
Saint-Doulchard,47.0997,2.3728,Centre-Val de Loire,9549
Saint-Amand-Montrond,46.7228,2.505,Centre-Val de Loire,9531
Saint-Lys,43.5142,1.1775,Occitanie,9488
Joigny,47.9822,3.3972,Bourgogne-Franche-Comté,9479
Octeville,49.6269,-1.6431,Normandie,9465
Treillières,47.3308,-1.6267,Pays de la Loire,9459
Foix,42.9653,1.6069,Occitanie,9452
Le Passage,44.2014,0.6033,Nouvelle-Aquitaine,9447
Valréas,44.3842,4.9903,Provence-Alpes-Côte d’Azur,9426
Leers,50.6817,3.2439,Hauts-de-France,9400
Couzeix,45.8761,1.2386,Nouvelle-Aquitaine,9349
La Farlède,43.1678,6.0431,Provence-Alpes-Côte d’Azur,9348
Magny-les-Hameaux,48.7239,2.0842,Île-de-France,9337
Molsheim,48.5428,7.4922,Grand Est,9334
Beuvry,50.5197,2.6794,Hauts-de-France,9331
Léguevin,43.5989,1.2331,Occitanie,9328
Seysses,43.4981,1.3125,Occitanie,9322
Le Crès,43.6472,3.9392,Occitanie,9316
Jarville-la-Malgrange,48.6694,6.2061,Grand Est,9312
Crosne,48.7147,2.4611,Île-de-France,9285
Ingré,47.9206,1.8242,Centre-Val de Loire,9284
Le Muy,43.4725,6.5664,Provence-Alpes-Côte d’Azur,9281
Quétigny,47.3144,5.1061,Bourgogne-Franche-Comté,9261
Ouistreham,49.2792,-0.2583,Normandie,9250
Hagondange,49.2542,6.1681,Grand Est,9243
Serris,48.8564,2.7861,Île-de-France,9236
Voreppe,45.2978,5.6369,Auvergne-Rhône-Alpes,9229
Pia,42.7447,2.9208,Occitanie,9228
Saint-Sulpice-la-Pointe,43.7742,1.6864,Occitanie,9227
Paray-le-Monial,46.4511,4.1194,Bourgogne-Franche-Comté,9209
Aytré,46.1342,-1.1144,Nouvelle-Aquitaine,9205
Saint-Barthélemy-d’Anjou,47.4675,-0.495,Pays de la Loire,9203
Vallet,47.1617,-1.2669,Pays de la Loire,9182
Gonfreville-l’Orcher,49.5053,0.2331,Normandie,9162
Le Portel,50.7067,1.5733,Hauts-de-France,9157
Frouzins,43.5161,1.3247,Occitanie,9157
Redon,47.6514,-2.0847,Bretagne,9151
Livron-sur-Drôme,44.7728,4.8431,Auvergne-Rhône-Alpes,9149
Landivisiau,48.5092,-4.0683,Bretagne,9142
Belley,45.7592,5.6881,Auvergne-Rhône-Alpes,9122
Tonneins,44.3897,0.3083,Nouvelle-Aquitaine,9107
Saint-Claude,46.3872,5.8633,Bourgogne-Franche-Comté,9103
Elne,42.6003,2.9711,Occitanie,9103
Évian-les-Bains,46.4006,6.59,Auvergne-Rhône-Alpes,9100
Basse-Goulaine,47.2153,-1.4656,Pays de la Loire,9093
Gouvieux,49.1878,2.4161,Hauts-de-France,9023
Quincy-sous-Sénart,48.6711,2.5339,Île-de-France,9018
Lorgues,43.4933,6.3611,Provence-Alpes-Côte d’Azur,9001
Pérols,43.565,3.9506,Occitanie,9000
Le Thor,43.9292,4.9944,Provence-Alpes-Côte d’Azur,8996
Saint-Philbert-de-Grand-Lieu,47.035,-1.64,Pays de la Loire,8991
Veauche,45.5619,4.2781,Auvergne-Rhône-Alpes,8976
Vétraz-Monthoux,46.1742,6.255,Auvergne-Rhône-Alpes,8969
Parempuyre,44.9492,-0.605,Nouvelle-Aquitaine,8963
Clermont-l’Hérault,43.6272,3.4322,Occitanie,8962
L’Isle-Jourdain,43.6136,1.0808,Occitanie,8961
Mont-Saint-Martin,49.5406,5.7794,Grand Est,8953
Lançon-Provence,43.5925,5.1281,Provence-Alpes-Côte d’Azur,8947
Séné,47.6197,-2.7372,Bretagne,8946
Launaguet,43.6739,1.4569,Occitanie,8942
Pithiviers,48.1719,2.2519,Centre-Val de Loire,8935
Ville-la-Grand,46.2022,6.2469,Auvergne-Rhône-Alpes,8926
Nort-sur-Erdre,47.4394,-1.4983,Pays de la Loire,8925
Le Rheu,48.1019,-1.7956,Bretagne,8914
Rouvroy,50.3936,2.9039,Hauts-de-France,8912
Pierrelaye,49.0225,2.1503,Île-de-France,8908
Capbreton,43.6419,-1.4322,Nouvelle-Aquitaine,8892
Magny-le-Hongre,48.8631,2.8136,Île-de-France,8876
Tomblaine,48.6856,6.2117,Grand Est,8872
Savenay,47.3611,-1.9419,Pays de la Loire,8872
Roquevaire,43.3494,5.6047,Provence-Alpes-Côte d’Azur,8858
Monistrol-sur-Loire,45.2925,4.1722,Auvergne-Rhône-Alpes,8854
La Ferté-Bernard,48.1867,0.6544,Pays de la Loire,8852
Lillebonne,49.5208,0.5375,Normandie,8845
Fontaine-lès-Dijon,47.3433,5.0192,Bourgogne-Franche-Comté,8844
Grenade,43.7714,1.2931,Occitanie,8841
Saint-Paul-Trois-Châteaux,44.3489,4.7686,Auvergne-Rhône-Alpes,8836
Essey-lès-Nancy,48.7058,6.2222,Grand Est,8825
Lamorlaye,49.155,2.4408,Hauts-de-France,8823
Onnaing,50.3878,3.5981,Hauts-de-France,8813
Saint-Jean-le-Blanc,47.8919,1.9172,Centre-Val de Loire,8810
Scionzier,46.0572,6.55,Auvergne-Rhône-Alpes,8808
Hirson,49.9217,4.0839,Hauts-de-France,8800
Le Teil,44.5453,4.6822,Auvergne-Rhône-Alpes,8796
Bougival,48.865,2.1394,Île-de-France,8795
Sarlat-la-Canéda,44.89,1.2167,Nouvelle-Aquitaine,8793
Chaponost,45.7103,4.7422,Auvergne-Rhône-Alpes,8790
Nangis,48.555,3.0147,Île-de-France,8775
Aulnoye-Aymeries,50.2047,3.8356,Hauts-de-France,8767
Rivesaltes,42.7689,2.8739,Occitanie,8756
La Grande-Motte,43.5606,4.085,Occitanie,8755
Wingles,50.4942,2.8553,Hauts-de-France,8754
Thaon-les-Vosges,48.2505,6.4195,Grand Est,8748
Isbergues,50.6233,2.4567,Hauts-de-France,8745
Notre-Dame-de-Gravenchon,49.4892,0.5711,Normandie,8744
Domérat,46.3603,2.5344,Auvergne-Rhône-Alpes,8742
Borgo,42.5539,9.4275,Corsica,8739
Orchies,50.4747,3.2442,Hauts-de-France,8736
Cébazat,45.8314,3.1,Auvergne-Rhône-Alpes,8727
Quéven,47.7886,-3.4153,Bretagne,8725
Golbey,48.1958,6.4372,Grand Est,8714
Irigny,45.6731,4.8225,Auvergne-Rhône-Alpes,8695
Les Sorinières,47.1483,-1.5294,Pays de la Loire,8694
Aucamville,43.6686,1.4306,Occitanie,8691
Saint-Jean-d’Illac,44.8097,-0.7836,Nouvelle-Aquitaine,8678
Dardilly,45.8056,4.7531,Auvergne-Rhône-Alpes,8675
Beauchamp,49.0139,2.19,Île-de-France,8675
Saint-Jean-de-Monts,46.7928,-2.0603,Pays de la Loire,8668
La Fare-les-Oliviers,43.5517,5.1947,Provence-Alpes-Côte d’Azur,8666
Vaucresson,48.8425,2.1528,Île-de-France,8660
Le Petit-Couronne,49.3856,1.0275,Normandie,8655
Chamonix-Mont-Blanc,45.9222,6.8689,Auvergne-Rhône-Alpes,8648
Artigues-près-Bordeaux,44.8606,-0.4936,Nouvelle-Aquitaine,8648
Guichen,47.9675,-1.795,Bretagne,8646
Bellerive-sur-Allier,46.1164,3.4042,Auvergne-Rhône-Alpes,8638
Chécy,47.8936,2.0269,Centre-Val de Loire,8636
Lesquin,50.5897,3.1111,Hauts-de-France,8635
Marguerittes,43.86,4.4439,Occitanie,8635
Crest,44.7283,5.0222,Auvergne-Rhône-Alpes,8629
La Chapelle d’Armentières,50.6728,2.895,Hauts-de-France,8627
Saint-Vallier,46.6419,4.3711,Bourgogne-Franche-Comté,8616
Velaux,43.5225,5.2539,Provence-Alpes-Côte d’Azur,8616
Tournan-en-Brie,48.7406,2.7681,Île-de-France,8613
